genre_ids,original_language,popularity,title,vote_average,vote_count,studio,domestic_gross,foreign_gross,year,release_date,production_budget,worldwide_gross,genre_names
"[18, 80]",en,12.96,The Place Beyond the Pines,6.9,2781,Focus,21400000.0,14100000.0,2013,2013-03-29,15000000.0,47011449.0,"['Drama', 'Crime']"
"[14, 10751, 35, 16]",en,12.940999999999999,The Smurfs 2,5.7,1200,Sony,71000000.0,276500000.0,2013,2013-07-31,110000000.0,348547523.0,"['Fantasy', 'Family', 'Comedy', 'Animation']"
[35],en,12.812999999999999,Movie 43,4.4,1332,Rela.,8800000.0,23600000.0,2013,2013-01-25,10000000.0,31164747.0,['Comedy']
"[10749, 35, 18]",en,12.78,Don Jon,5.9,2709,Rela.,24500000.0,6000000.0,2013,2013-09-27,5500000.0,41268579.0,"['Romance', 'Comedy', 'Drama']"
"[28, 12, 10751, 14]",en,12.773,Jack the Giant Slayer,5.6,3403,WB (NL),65200000.0,132500000.0,2013,2013-03-01,195000000.0,197687603.0,"['Action', 'Adventure', 'Family', 'Fantasy']"
"[35, 28, 878]",en,12.719000000000001,The World's End,6.7,2990,Focus,26000000.0,20100000.0,2013,2013-08-23,20000000.0,47508505.0,"['Comedy', 'Action', 'Science Fiction']"
[18],en,12.507,Mud,7.0,1592,RAtt.,21600000.0,11000000.0,2013,2013-04-26,10000000.0,31556959.0,['Drama']
"[28, 12, 37]",en,12.482000000000001,The Lone Ranger,6.0,3789,BV,89300000.0,171200000.0,2013,2013-07-02,275000000.0,260002115.0,"['Action', 'Adventure', 'Western']"
"[18, 80]",en,12.481,American Hustle,6.8,4443,Sony,150100000.0,101100000.0,2013,2013-12-13,40000000.0,257878294.0,"['Drama', 'Crime']"
"[10749, 878, 18, 14]",en,12.454,Upside Down,6.2,1645,MNE,105000.0,8000000.0,2013,2013-03-15,50000000.0,26387039.0,"['Romance', 'Science Fiction', 'Drama', 'Fantasy']"
"[18, 36]",en,12.389000000000001,Dallas Buyers Club,7.9,4961,Focus,27300000.0,27900000.0,2013,2013-11-01,5000000.0,60611845.0,"['Drama', 'History']"
[35],en,12.08,Anchorman 2: The Legend Continues,6.1,1408,Par.,125200000.0,46300000.0,2013,2013-12-18,50000000.0,172185754.0,['Comedy']
[27],en,11.982999999999999,Mama,6.1,2421,Uni.,71600000.0,74800000.0,2013,2013-01-18,15000000.0,148095566.0,['Horror']
"[10749, 18]",en,11.765,Before Midnight,7.4,1039,SPC,8100000.0,3100000.0,2013,2013-05-24,3000000.0,23251930.0,"['Romance', 'Drama']"
"[878, 53, 27]",en,11.582,Dark Skies,6.1,1004,W/Dim.,17400000.0,9000000.0,2013,2013-02-22,3500000.0,27704111.0,"['Science Fiction', 'Thriller', 'Horror']"
"[80, 53]",en,11.315,The Call,6.7,1779,TriS,51900000.0,16700000.0,2013,2013-03-15,12800000.0,69821476.0,"['Crime', 'Thriller']"
[35],en,11.289000000000001,Grown Ups 2,5.9,2090,Sony,133699999.0,113300000.0,2013,2013-07-12,80000000.0,247023808.0,['Comedy']
[35],en,11.231,The Big Wedding,5.8,678,LGF,21800000.0,24700000.0,2013,2013-04-26,32500000.0,48425971.0,['Comedy']
"[16, 35, 10751]",en,11.062000000000001,Free Birds,5.8,410,Rela.,55800000.0,54600000.0,2013,2013-11-01,55000000.0,110387072.0,"['Animation', 'Comedy', 'Family']"
"[12, 35, 18, 14]",en,10.743,The Secret Life of Walter Mitty,7.1,4859,Fox,58200000.0,129900000.0,2013,2013-12-25,91000000.0,187861183.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy']"
"[18, 27, 53]",en,10.738,Stoker,6.6,1282,FoxS,1700000.0,10400000.0,2013,2013-03-01,12000000.0,12034913.0,"['Drama', 'Horror', 'Thriller']"
"[18, 80]",en,10.690999999999999,Spring Breakers,5.0,2495,A24,14100000.0,17600000.0,2013,2013-03-15,5000000.0,31149251.0,"['Drama', 'Crime']"
"[16, 10751, 12]",en,10.56,Walking with Dinosaurs,5.4,210,Fox,36100000.0,90500000.0,2013,2013-12-20,80000000.0,123368842.0,"['Animation', 'Family', 'Adventure']"
"[53, 80, 18]",en,10.55,The Counselor,5.1,1072,Fox,17000000.0,54000000.0,2013,2013-10-25,25000000.0,71009334.0,"['Thriller', 'Crime', 'Drama']"
[18],en,10.549000000000001,Inside Llewyn Davis,7.2,1400,CBS,13200000.0,19700000.0,2013,2013-12-06,11000000.0,32943247.0,['Drama']
"[35, 18]",en,10.443,Blue Jasmine,7.0,1983,SPC,33400000.0,64099999.0,2013,2013-07-26,18000000.0,102912961.0,"['Comedy', 'Drama']"
"[80, 53, 18]",en,10.442,Runner Runner,5.6,761,Fox,19300000.0,43400000.0,2013,2013-10-04,30000000.0,60512680.0,"['Crime', 'Thriller', 'Drama']"
"[28, 80, 53]",en,10.36,Machete Kills,5.5,1079,ORF,8000000.0,7000000.0,2013,2013-10-11,20000000.0,18273009.0,"['Action', 'Crime', 'Thriller']"
"[53, 28, 80, 18]",en,10.349,Dead Man Down,6.0,866,FD,10900000.0,7200000.0,2013,2013-03-08,30000000.0,19599974.0,"['Thriller', 'Action', 'Crime', 'Drama']"
"[18, 53, 80]",en,10.196,Only God Forgives,5.8,1396,RTWC,779000.0,9900000.0,2013,2013-07-19,4800000.0,4494560.0,"['Drama', 'Thriller', 'Crime']"
"[16, 12, 10751]",en,9.597000000000001,Khumba,5.6,129,MNE,1000.0,27200000.0,2013,2013-12-06,15000000.0,20898221.0,"['Animation', 'Adventure', 'Family']"
[18],en,9.587,Fruitvale Station,7.4,645,Wein.,16100000.0,1300000.0,2013,2013-07-12,900000.0,17549645.0,['Drama']
"[35, 18]",en,9.586,August: Osage County,6.9,843,Wein.,37700000.0,36500000.0,2013,2013-12-25,25000000.0,50738810.0,"['Comedy', 'Drama']"
"[35, 18, 36]",en,9.585,Saving Mr. Banks,7.4,2050,BV,83300000.0,34600000.0,2013,2013-12-13,35000000.0,114962525.0,"['Comedy', 'Drama', 'History']"
"[53, 80, 18, 9648]",en,9.571,Trance,6.6,1348,FoxS,2300000.0,21900000.0,2013,2013-04-05,16000000.0,22594052.0,"['Thriller', 'Crime', 'Drama', 'Mystery']"
"[53, 80, 18, 9648]",en,9.571,Trance,6.6,1348,FoxS,2300000.0,21900000.0,2013,2012-12-31,950000.0,0.0,"['Thriller', 'Crime', 'Drama', 'Mystery']"
"[18, 12]",en,9.521,Nebraska,7.4,967,Par.,17700000.0,10000000.0,2013,2013-11-15,12000000.0,24761360.0,"['Drama', 'Adventure']"
[35],en,9.362,The Incredible Burt Wonderstone,5.4,920,WB (NL),22500000.0,4900000.0,2013,2013-03-15,32000000.0,27392609.0,['Comedy']
[18],en,9.258,Labor Day,6.9,546,Par.,13400000.0,6900000.0,2014,2014-01-31,18000000.0,14189810.0,['Drama']
"[53, 18, 80]",en,9.139,Out of the Furnace,6.6,1077,Rela.,11300000.0,4300000.0,2013,2013-12-04,22000000.0,15434375.0,"['Thriller', 'Drama', 'Crime']"
[10749],en,9.095,Safe Haven,7.1,1433,Rela.,71300000.0,26200000.0,2013,2013-02-14,28000000.0,94050951.0,['Romance']
[18],en,9.033999999999999,The Book Thief,7.5,2788,Fox,21500000.0,55100000.0,2013,2013-11-08,19000000.0,76086711.0,['Drama']
[18],en,8.978,Philomena,7.4,945,Wein.,37700000.0,62400000.0,2013,2013-11-22,12000000.0,98963392.0,['Drama']
[35],en,8.823,Jackass Presents: Bad Grandpa,6.0,928,Par.,102000000.0,49800000.0,2013,2013-10-25,15000000.0,160903019.0,['Comedy']
"[35, 18, 10749]",en,8.722000000000001,Enough Said,6.7,464,FoxS,17600000.0,7700000.0,2013,2013-09-18,8000000.0,25621449.0,"['Comedy', 'Drama', 'Romance']"
[35],en,8.666,Baggage Claim,5.4,127,FoxS,21600000.0,887000.0,2013,2013-09-27,8500000.0,22885836.0,['Comedy']
[35],en,8.581,The Best Man Holiday,6.6,145,Uni.,70500000.0,2300000.0,2013,2013-11-15,17000000.0,72835710.0,['Comedy']
"[35, 99]",en,8.476,Kevin Hart: Let Me Explain,6.9,142,LG/S,32200000.0,74000.0,2013,2013-07-03,2500000.0,32327255.0,"['Comedy', 'Documentary']"
"[18, 35, 10749]",en,8.32,Quartet,6.6,209,Wein.,18400000.0,41100000.0,2013,2013-01-11,11000000.0,56178935.0,"['Drama', 'Comedy', 'Romance']"
"[18, 36]",en,8.262,Mandela: Long Walk to Freedom,6.9,319,Wein.,8300000.0,19000000.0,2013,2013-11-29,35000000.0,29890402.0,"['Drama', 'History']"
"[80, 18, 10749, 37]",en,8.166,Ain't Them Bodies Saints,6.2,217,IFC,397000.0,635000.0,2013,2013-08-16,5000000.0,1075009.0,"['Crime', 'Drama', 'Romance', 'Western']"
"[18, 10749]",en,8.145,The Immigrant,6.2,438,Wein.,2000000.0,3800000.0,2014,2014-05-16,16000000.0,7585011.0,"['Drama', 'Romance']"
"[18, 53]",en,8.044,The East,6.6,438,FoxS,2300000.0,99700.0,2013,2013-05-31,6500000.0,3027956.0,"['Drama', 'Thriller']"
"[18, 36]",en,8.023,Jobs,6.1,1622,ORF,16100000.0,19800000.0,2013,2013-08-16,18000000.0,43402515.0,"['Drama', 'History']"
[35],en,7.962000000000001,Delivery Man,6.2,858,BV,30700000.0,19300000.0,2013,2013-11-22,22000000.0,70536870.0,['Comedy']
[35],en,7.917999999999999,Grudge Match,6.0,711,WB,29800000.0,15100000.0,2013,2013-12-25,40000000.0,69807260.0,['Comedy']
"[35, 27]",en,6.909,A Haunted House,5.5,871,ORF,40000000.0,20100000.0,2013,2013-01-11,2500000.0,59922558.0,"['Comedy', 'Horror']"
"[28, 53]",hi,6.797999999999999,Dhoom 3,5.9,136,Yash,8000000.0,80000000.0,2013,2013-12-20,24000000.0,11723620.0,"['Action', 'Thriller']"
"[18, 53]",en,6.611000000000001,The Fifth Estate,5.9,549,BV,3300000.0,5300000.0,2013,2013-10-18,26000000.0,6154172.0,"['Drama', 'Thriller']"
[35],en,6.5329999999999995,Last Vegas,6.4,1211,CBS,63900000.0,70500000.0,2013,2013-01-28,28000000.0,112914167.0,['Comedy']
"[28, 80]",en,6.4,The Sweeney,5.9,142,EOne,26700.0,6300000.0,2013,2013-03-01,4500000.0,8000366.0,"['Action', 'Crime']"
"[18, 10402]",en,6.297999999999999,Whiplash,7.9,94,SPC,13100000.0,35900000.0,2014,2014-10-10,3300000.0,38969037.0,"['Drama', 'Music']"
"[18, 10402]",en,28.784000000000002,Whiplash,8.4,7908,SPC,13100000.0,35900000.0,2014,2014-10-10,3300000.0,38969037.0,"['Drama', 'Music']"
"[35, 18]",en,6.16,The Sapphires,6.7,97,Wein.,2500000.0,18000000.0,2013,2013-03-22,9000000.0,20395040.0,"['Comedy', 'Drama']"
"[10402, 18]",en,5.858,Battle of the Year,6.1,130,SGem,8900000.0,7700000.0,2013,2013-09-20,20000000.0,16723377.0,"['Music', 'Drama']"
"[878, 18]",de,5.577000000000001,The Wall,6.7,61,RAtt.,1800000.0,2700000.0,2017,2017-05-12,3000000.0,4495262.0,"['Science Fiction', 'Drama']"
"[53, 10752, 18]",en,8.142000000000001,The Wall,6.1,407,RAtt.,1800000.0,2700000.0,2017,2017-05-12,3000000.0,4495262.0,"['Thriller', 'War', 'Drama']"
"[28, 878, 12, 14]",en,4.323,The Wolverine,6.3,6176,Fox,132600000.0,282300000.0,2013,2013-07-26,115000000.0,416456852.0,"['Action', 'Science Fiction', 'Adventure', 'Fantasy']"
"[28, 14]",en,2.841,Wonder Woman,5.9,34,WB,412600000.0,409300000.0,2017,2017-06-02,150000000.0,821133378.0,"['Action', 'Fantasy']"
"[12, 14, 10752, 10749]",en,31.618000000000002,Wonder Woman,7.3,12566,WB,412600000.0,409300000.0,2017,2017-06-02,150000000.0,821133378.0,"['Adventure', 'Fantasy', 'War', 'Romance']"
"[10770, 18, 9648, 53]",en,2.2640000000000002,Non-Stop,5.6,23,Uni.,92200000.0,130600000.0,2014,2014-02-28,50000000.0,222383055.0,"['TV Movie', 'Drama', 'Mystery', 'Thriller']"
"[28, 53, 9648]",en,13.562000000000001,Non-Stop,6.8,3330,Uni.,92200000.0,130600000.0,2014,2014-02-28,50000000.0,222383055.0,"['Action', 'Thriller', 'Mystery']"
"[18, 10402]",en,1.7790000000000001,Black Nativity,5.7,25,FoxS,7000000.0,436000.0,2013,2013-11-27,17500000.0,7285135.0,"['Drama', 'Music']"
[18],en,0.6,Noah,7.6,11,Par.,101200000.0,261399999.0,2014,2014-03-28,130000000.0,352831065.0,['Drama']
"[18, 12]",en,13.905,Noah,5.6,3955,Par.,101200000.0,261399999.0,2014,2014-03-28,130000000.0,352831065.0,"['Drama', 'Adventure']"
[99],en,0.6,Noah,7.5,2,Par.,101200000.0,261399999.0,2014,2014-03-28,130000000.0,352831065.0,['Documentary']
[99],en,0.6,Adrift,7.0,1,STX,31400000.0,28500000.0,2018,2018-06-01,35000000.0,57897191.0,['Documentary']
"[53, 10749, 12]",en,16.785999999999998,Adrift,6.7,1264,STX,31400000.0,28500000.0,2018,2018-06-01,35000000.0,57897191.0,"['Thriller', 'Romance', 'Adventure']"
[35],en,0.6,The Internship,6.2,2631,Fox,44700000.0,48800000.0,2013,2013-06-07,58000000.0,93672764.0,['Comedy']
"[28, 53]",en,78.123,John Wick,7.2,10081,LG/S,43000000.0,45700000.0,2014,2014-10-24,30000000.0,76235001.0,"['Action', 'Thriller']"
"[28, 12, 14]",en,53.783,The Hobbit: The Battle of the Five Armies,7.3,8392,WB (NL),255100000.0,700900000.0,2014,2014-12-17,250000000.0,945577621.0,"['Action', 'Adventure', 'Fantasy']"
"[28, 878, 12]",en,49.606,Guardians of the Galaxy,7.9,17958,BV,333200000.0,440200000.0,2014,2014-08-01,170000000.0,770867516.0,"['Action', 'Science Fiction', 'Adventure']"
"[28, 12, 14, 878]",en,41.867,X-Men: Days of Future Past,7.5,10062,Fox,233900000.0,513900000.0,2014,2014-05-23,200000000.0,747862775.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
"[28, 9648, 878, 53]",en,36.955,The Maze Runner,7.1,10626,Fox,102400000.0,245900000.0,2014,2014-09-19,34000000.0,348319861.0,"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
"[12, 10751, 16, 28, 35]",en,36.92,Big Hero 6,7.8,10176,BV,222500000.0,435300000.0,2014,2014-11-07,165000000.0,652127828.0,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']"
"[878, 12, 53]",en,33.836999999999996,The Hunger Games: Mockingjay - Part 1,6.8,10087,LGF,337100000.0,418200000.0,2014,2014-11-21,125000000.0,766575131.0,"['Science Fiction', 'Adventure', 'Thriller']"
"[36, 18, 53, 10752]",en,33.078,The Imitation Game,8.1,10396,Wein.,91100000.0,142400000.0,2014,2014-11-28,15000000.0,227740463.0,"['History', 'Drama', 'Thriller', 'War']"
"[9648, 53, 18]",en,31.215,Gone Girl,7.9,10459,Fox,167800000.0,201600000.0,2014,2014-10-03,61000000.0,368567189.0,"['Mystery', 'Thriller', 'Drama']"
"[27, 28, 18, 14, 10752]",en,29.043000000000003,Dracula Untold,6.2,3719,Uni.,56300000.0,160800000.0,2014,2014-10-10,70000000.0,220241723.0,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']"
"[53, 28, 80]",en,28.941999999999997,The Equalizer,7.2,4989,Sony,101500000.0,90800000.0,2014,2014-09-26,55000000.0,192903624.0,"['Thriller', 'Action', 'Crime']"
"[12, 18, 878]",en,28.44,Interstellar,8.2,18597,Par.,188000000.0,489400000.0,2014,2014-11-05,165000000.0,666379375.0,"['Adventure', 'Drama', 'Science Fiction']"
"[27, 53]",en,28.424,The Purge: Anarchy,6.6,3754,Uni.,72000000.0,40000000.0,2014,2014-07-18,9000000.0,111534881.0,"['Horror', 'Thriller']"
"[878, 28, 18, 53]",en,27.641,Dawn of the Planet of the Apes,7.3,7080,Fox,208500000.0,502100000.0,2014,2014-07-11,170000000.0,710644566.0,"['Science Fiction', 'Action', 'Drama', 'Thriller']"
"[14, 28, 12, 16, 35, 10751]",en,27.105999999999998,How to Train Your Dragon 2,7.7,5589,Fox,177000000.0,444500000.0,2014,2014-06-13,145000000.0,614586270.0,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
"[12, 18, 28]",en,26.789,Exodus: Gods and Kings,5.7,2909,Fox,65000000.0,203200000.0,2014,2014-12-12,140000000.0,268314513.0,"['Adventure', 'Drama', 'Action']"
"[80, 35, 28, 12]",en,26.103,Kingsman: The Secret Service,7.6,10287,Fox,128300000.0,286100000.0,2015,2015-02-13,94000000.0,404561724.0,"['Crime', 'Comedy', 'Action', 'Adventure']"
"[80, 18, 53]",en,25.596999999999998,Nightcrawler,7.7,5860,ORF,32400000.0,6300000.0,2014,2014-10-31,8500000.0,50334418.0,"['Crime', 'Drama', 'Thriller']"
"[28, 12, 36, 10749, 18]",en,25.215,Pompeii,5.4,2078,TriS,23200000.0,94600000.0,2014,2014-02-21,80000000.0,108469033.0,"['Action', 'Adventure', 'History', 'Romance', 'Drama']"
"[878, 28, 12]",en,20.961,Transformers: Age of Extinction,5.8,4805,Par.,245400000.0,858600000.0,2014,2014-06-27,210000000.0,1104039076.0,"['Science Fiction', 'Action', 'Adventure']"
"[10751, 16, 12, 35]",en,20.899,Penguins of Madagascar,6.4,2273,Fox,83400000.0,289700000.0,2014,2014-11-26,132000000.0,366942531.0,"['Family', 'Animation', 'Adventure', 'Comedy']"
"[28, 12, 14]",en,20.846999999999998,The Amazing Spider-Man 2,6.4,7220,Sony,202900000.0,506100000.0,2014,2014-05-02,200000000.0,708996336.0,"['Action', 'Adventure', 'Fantasy']"
[35],en,20.429000000000002,Sex Tape,5.3,2684,Sony,38500000.0,87500000.0,2014,2014-07-18,40000000.0,126069509.0,['Comedy']
"[12, 35, 14, 10751]",en,20.064,Night at the Museum: Secret of the Tomb,6.1,3536,Fox,113700000.0,249500000.0,2014,2014-12-19,127000000.0,353756621.0,"['Adventure', 'Comedy', 'Fantasy', 'Family']"
"[28, 878]",en,19.753,Edge of Tomorrow,7.6,8047,WB,100200000.0,270300000.0,2014,2014-06-06,178000000.0,370541256.0,"['Action', 'Science Fiction']"
"[80, 18, 9648, 53]",en,19.373,A Walk Among the Tombstones,6.3,1685,Uni.,26300000.0,26900000.0,2014,2014-09-19,28000000.0,62108587.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
"[14, 12, 28, 10751, 10749]",en,19.274,Maleficent,7.0,8143,BV,241400000.0,517100000.0,2014,2014-05-30,180000000.0,758536735.0,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']"
"[28, 12, 53]",en,18.797,The Expendables 3,6.1,2876,LGF,39300000.0,175300000.0,2014,2014-08-15,100000000.0,209461378.0,"['Action', 'Adventure', 'Thriller']"
"[10752, 28]",en,18.473,American Sniper,7.4,7658,WB,350100000.0,197300000.0,2014,2014-12-25,58000000.0,547326372.0,"['War', 'Action']"
[35],en,18.421,Horrible Bosses 2,6.2,2581,WB,54400000.0,53200000.0,2014,2014-11-26,40000000.0,105945357.0,['Comedy']
"[35, 18]",en,18.31,The Grand Budapest Hotel,8.0,8091,FoxS,59300000.0,115500000.0,2014,2014-03-07,31000000.0,163981261.0,"['Comedy', 'Drama']"
"[12, 35, 10751, 16]",en,18.11,Rio 2,6.3,1803,Fox,131500000.0,368600000.0,2014,2014-04-11,130000000.0,492846291.0,"['Adventure', 'Comedy', 'Family', 'Animation']"
"[28, 12, 878]",en,18.073,Captain America: The Winter Soldier,7.7,11034,BV,259800000.0,454500000.0,2014,2014-04-04,170000000.0,714401889.0,"['Action', 'Adventure', 'Science Fiction']"
"[80, 28, 53]",en,17.747,The November Man,6.1,852,Rela.,25000000.0,7500000.0,2014,2014-08-27,15000000.0,34820335.0,"['Crime', 'Action', 'Thriller']"
"[28, 12, 878]",en,16.982,Divergent,6.9,8279,LG/S,150900000.0,137900000.0,2014,2014-03-21,85000000.0,276014965.0,"['Action', 'Adventure', 'Science Fiction']"
"[28, 878]",en,16.73,Lucy,6.3,10019,Uni.,126700000.0,336700000.0,2014,2014-07-25,40000000.0,457507776.0,"['Action', 'Science Fiction']"
[18],en,16.464000000000002,The Judge,7.3,2356,WB,47100000.0,37300000.0,2014,2014-10-10,50000000.0,76119388.0,['Drama']
"[99, 99]",en,0.6,The Judge,7.5,2,WB,47100000.0,37300000.0,2014,2014-10-10,50000000.0,76119388.0,"['Documentary', 'Documentary']"
[35],en,16.379,St. Vincent,7.1,1069,Wein.,44100000.0,10700000.0,2014,2014-10-10,13000000.0,54837234.0,['Comedy']
[35],en,15.964,Dumb and Dumber To,5.5,1842,Uni.,86200000.0,83600000.0,2014,2014-11-14,40000000.0,156553592.0,['Comedy']
"[53, 10749]",en,15.924000000000001,Escobar: Paradise Lost,6.3,476,RTWC,196000.0,3600000.0,2015,2015-06-26,17000000.0,3917679.0,"['Thriller', 'Romance']"
[27],en,15.389000000000001,Ouija,5.1,1670,Uni.,50900000.0,52700000.0,2014,2014-10-24,5000000.0,103300632.0,['Horror']
[35],en,14.979000000000001,Neighbors,6.2,4536,Uni.,150200000.0,120500000.0,2014,2014-05-09,18000000.0,270944428.0,['Comedy']
"[18, 80]",en,14.795,The Drop,6.7,1215,FoxS,10700000.0,7900000.0,2014,2014-09-12,12600000.0,19054534.0,"['Drama', 'Crime']"
"[28, 878, 18]",ko,14.735,Snowpiercer,6.8,4748,RTWC,4600000.0,82200000.0,2014,2014-06-27,40000000.0,88069880.0,"['Action', 'Science Fiction', 'Drama']"
"[35, 10749, 80, 18, 9648]",en,14.244000000000002,Inherent Vice,6.6,1359,WB,8100000.0,6600000.0,2014,2014-12-12,20000000.0,14772346.0,"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']"
[27],en,13.989,Annabelle,5.6,3357,WB (NL),84300000.0,172800000.0,2014,2014-10-03,6500000.0,256862920.0,['Horror']
"[18, 10749]",en,13.866,The Theory of Everything,7.9,6412,Focus,35900000.0,87800000.0,2014,2014-11-07,15000000.0,123327692.0,"['Drama', 'Romance']"
"[28, 12]",en,13.754000000000001,The Legend of Hercules,4.5,805,LG/S,18800000.0,42400000.0,2014,2014-01-10,70000000.0,58953319.0,"['Action', 'Adventure']"
"[14, 35]",en,13.725999999999999,Into the Woods,5.7,2880,BV,128000000.0,85100000.0,2014,2014-12-25,56200000.0,213116401.0,"['Fantasy', 'Comedy']"
"[28, 80, 18, 53]",en,13.722999999999999,Need for Speed,6.1,2389,BV,43600000.0,159700000.0,2014,2014-03-14,66000000.0,194169619.0,"['Action', 'Crime', 'Drama', 'Thriller']"
"[80, 18]",en,13.527999999999999,The Rover,6.2,435,A24,1100000.0,2100000.0,2014,2014-06-13,8500000.0,3180252.0,"['Crime', 'Drama']"
"[10752, 18, 36, 28]",en,12.860999999999999,The Monuments Men,5.9,2229,Sony,78000000.0,77000000.0,2014,2014-02-07,70000000.0,158702748.0,"['War', 'Drama', 'History', 'Action']"
"[16, 12, 10751]",en,12.812999999999999,Mr. Peabody & Sherman,6.6,1357,Fox,111500000.0,164200000.0,2014,2014-03-07,145000000.0,269806430.0,"['Animation', 'Adventure', 'Family']"
"[27, 53]",en,12.7,"I, Frankenstein",5.2,1090,LGF,19100000.0,52100000.0,2014,2014-01-24,65000000.0,74575290.0,"['Horror', 'Thriller']"
"[18, 10752]",en,12.354000000000001,Unbroken,7.4,2240,Uni.,115600000.0,47800000.0,2014,2014-12-25,65000000.0,163527824.0,"['Drama', 'War']"
"[80, 18, 53]",en,12.270999999999999,A Most Violent Year,6.6,792,A24,5700000.0,6300000.0,2014,2014-12-31,20000000.0,8846875.0,"['Crime', 'Drama', 'Thriller']"
[18],en,12.047,If I Stay,7.4,2703,WB (NL),50500000.0,28400000.0,2014,2014-08-22,11000000.0,78356170.0,['Drama']
[18],en,12.017000000000001,Big Eyes,7.0,2153,Wein.,14500000.0,14800000.0,2014,2014-12-25,10000000.0,27317872.0,['Drama']
"[18, 27]",en,11.502,The Babadook,6.4,3528,IFC,964000.0,9300000.0,2014,2014-11-28,2000000.0,7482387.0,"['Drama', 'Horror']"
"[16, 35, 10751, 14]",en,11.219000000000001,The Boxtrolls,6.7,1016,Focus,50800000.0,58400000.0,2014,2014-09-26,60000000.0,111946251.0,"['Animation', 'Comedy', 'Family', 'Fantasy']"
"[80, 35, 28]",en,11.175999999999998,22 Jump Street,6.9,5167,Sony,191700000.0,139600000.0,2014,2014-06-13,50000000.0,331333876.0,"['Crime', 'Comedy', 'Action']"
[18],en,11.140999999999998,Boyhood,7.5,3097,IFC,25400000.0,19100000.0,2014,2014-07-11,4000000.0,57273049.0,['Drama']
"[28, 18, 53]",en,11.061,Jack Ryan: Shadow Recruit,6.1,1687,Par.,50600000.0,84900000.0,2014,2014-01-17,60000000.0,131377412.0,"['Action', 'Drama', 'Thriller']"
"[28, 18, 53, 80]",en,11.011,3 Days to Kill,6.1,1279,Rela.,30700000.0,21900000.0,2014,2014-02-21,28000000.0,38959900.0,"['Action', 'Drama', 'Thriller', 'Crime']"
[35],en,10.979000000000001,Tammy,5.2,735,WB (NL),84500000.0,16000000.0,2014,2014-07-02,20000000.0,96407655.0,['Comedy']
[27],en,10.841,Oculus,6.4,1747,Rela.,27700000.0,16300000.0,2014,2014-04-11,5000000.0,44115496.0,['Horror']
"[28, 35]",en,10.831,Ride Along,6.2,1277,Uni.,134900000.0,19500000.0,2014,2014-01-17,25000000.0,153733800.0,"['Action', 'Comedy']"
"[35, 10402, 10749, 18]",en,10.828,Begin Again,7.2,2089,Wein.,16200000.0,47300000.0,2014,2014-06-27,8000000.0,68838736.0,"['Comedy', 'Music', 'Romance', 'Drama']"
[18],en,10.747,Still Alice,7.5,1946,SPC,18800000.0,25100000.0,2015,2015-01-16,5000000.0,41699612.0,['Drama']
[35],en,10.613,Blended,6.7,1709,WB,46300000.0,81700000.0,2014,2014-05-23,45000000.0,127990741.0,['Comedy']
[18],en,10.581,Draft Day,6.6,460,LG/S,28800000.0,620000.0,2014,2014-04-11,25000000.0,29847480.0,['Drama']
"[16, 35, 10751, 12]",en,10.501,The Nut Job,5.6,529,ORF,64300000.0,56600000.0,2014,2014-01-17,30000000.0,122529966.0,"['Animation', 'Comedy', 'Family', 'Adventure']"
[53],en,10.267000000000001,A Most Wanted Man,6.5,784,RAtt.,17200000.0,19000000.0,2014,2014-07-25,15000000.0,36068890.0,['Thriller']
[18],en,9.718,Heaven is for Real,6.2,363,TriS,91400000.0,9900000.0,2014,2014-04-16,12000000.0,100916299.0,['Drama']
"[18, 36]",en,9.582,The Railway Man,6.9,408,Wein.,4400000.0,17900000.0,2014,2014-04-11,18000000.0,23910210.0,"['Drama', 'History']"
"[36, 18]",en,9.541,Selma,7.5,1354,Par.,52100000.0,14700000.0,2014,2015-01-09,20000000.0,66776576.0,"['History', 'Drama']"
"[27, 53]",en,9.446,Paranormal Activity: The Marked Ones,5.3,752,Par.,32500000.0,58400000.0,2014,2014-01-03,5000000.0,90904854.0,"['Horror', 'Thriller']"
"[28, 80, 18]",en,9.193999999999999,Brick Mansions,5.9,909,Rela.,20400000.0,48500000.0,2014,2014-04-25,28000000.0,73421224.0,"['Action', 'Crime', 'Drama']"
"[35, 12, 80, 10751]",en,9.118,Muppets Most Wanted,6.2,473,BV,51200000.0,29200000.0,2014,2014-03-21,55000000.0,79312301.0,"['Comedy', 'Adventure', 'Crime', 'Family']"
"[53, 80, 18]",en,8.807,The Gambler,5.8,783,Par.,33700000.0,5600000.0,2014,2014-12-10,25000000.0,38718031.0,"['Thriller', 'Crime', 'Drama']"
